accuracy,precision,recall,f1,TN,FP,FN,TP,subset
0.9441131468476598,0.9674232696847948,0.9188599079428774,0.9425164440498768,49545,1573,4125,46713,train
0.9509442653155228,0.0662251655629139,0.1219512195121951,0.0858369098712446,12357,423,216,30,val
0.9756531215049756,0.0336448598130841,0.0514285714285714,0.0406779661016949,34004,517,332,18,test
